clasificacion_sugerida,motivo,modelo_excel,descripcion_excel,cantidad_a_importar,tienda,bodega,inventario_fisico_final,codigo_existente_sugerido,producto_existente_sugerido,score,score_descripcion,score_tokens,fuente_existente,source_row_excel
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",DB1101A0,Detergente Rinse Speed,2.0,2.0,0.0,2.0,DB1044A,Detergente Unox SPRAY&Rinse,65.3,65.3,40.0,products-all.csv,15
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",9511295,"Termocople de 60"" para horno",2.0,2.0,0.0,2.0,AC000402,Termostato para Horno ABJC,64.2,64.2,20.0,products-all.csv,500
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",VA318C,Valvula alta presión para estufa media caña,5.0,0.0,0.0,5.0,VALVULASANSON,Valvula para estufa SANSON,63.8,63.8,28.6,products-all.csv,144
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",9754869,Tubo recogida de detergente Meiko,1.0,1.0,0.0,1.0,D-GS1152-MT,Bidon detergente alcalino MEIKO,62.5,62.5,33.3,products-all.csv,319
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",VCRH12-2,"Estufa de mesa para gas 12"" ME2111232HB, ME2111231HB",0.0,0.0,0.0,0.0,VCRH12-1,Estufa de mesa a Gas 2 quemadores de 12,61.3,51.7,57.1,products-all.csv,73
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",VCRH24-2,"Estufa de mesa para gas 24"" ME2401137HB, ME2401138HB",0.0,0.0,0.0,0.0,VCRH24,"""Estufa de mesa a Gas 4 quemadores de 24",61.3,51.7,57.1,products-all.csv,74
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",EC-1T MASTER PRM,Estufon sencillo CORIAT,1.0,1.0,0.0,1.0,EC2TMASTERPRM,Estufon a gas de 2 quemadores CORIAT,61.3,61.0,40.0,products-all.csv,76
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",29120,Cuello adicional FISHHER,1.0,1.0,0.0,1.0,2901-12,"Llave adicional para llave prelavado cuello 12"" FISHER",61.3,49.4,28.6,products-all.csv,98
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",T3/16,T3/16 para piloto,5.0,0.0,0.0,5.0,00-709240-0000A,"Tubo piloto de 3/16"" X 24"", acero revestido de cobre",61.3,24.2,25.0,products-all.csv,141
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",VCRB25-2,"Asador a gas de 25"" ME2205256HB, ME2401031HB, ME2401032HB",3.0,1.0,2.0,3.0,VCRB25,"""Asador  a gas de 25",50.0,50.0,50.0,products-all.csv,61
variant,"Producto parecido a uno existente, pero con diferencia de código, medida, presentación o descripción.",VCRG24-M2,"Plancha a gas de 24""  ME2310116HB, ME2401055HB, ME2401059HB",0.0,0.0,0.0,0.0,VCRG24-M,"""Plancha Encimera a gas de 24",46.0,45.8,42.9,products-all.csv,88
to_create,No hay coincidencia suficiente por código ni descripción.,PD502923,Conector en T Follet,1.0,1.0,0.0,1.0,805143,Kit conector de cables,61.9,61.9,25.0,products-all.csv,392
to_create,No hay coincidencia suficiente por código ni descripción.,4A1551-01,Tubo de goma HOSHIZAKI,1.0,1.0,0.0,1.0,481332M01,Resorte muelle HOSHIZAKI,60.9,60.9,20.0,products-all.csv,412
to_create,No hay coincidencia suficiente por código ni descripción.,DB1015A0 X LITRO,Detergente Rinse & PLUS x lt,7.0,7.0,0.0,7.0,DB1044A,Detergente Unox SPRAY&Rinse,60.4,60.4,33.3,products-all.csv,13
to_create,No hay coincidencia suficiente por código ni descripción.,40.06.625P,"Arnés De Cables, Bomba Rational",1.0,1.0,0.0,1.0,PALISLA049,Aspa grande de licuadora INTERNATIONA,59.7,59.7,0.0,products-all.csv,419
to_create,No hay coincidencia suficiente por código ni descripción.,957910,"Conjunto de tapa, deposito serie 7 follet",1.0,1.0,0.0,1.0,12203287,Conjunto de bisagras derecho ASBER,59.5,59.5,12.5,products-all.csv,394
to_create,No hay coincidencia suficiente por código ni descripción.,CAFIZA,Limpiador para máquina de cafes,2.0,0.0,0.0,2.0,TEFLONMT,Teflon para maquina al vacio CAJA,59.4,59.4,14.3,products-all.csv,18
to_create,No hay coincidencia suficiente por código ni descripción.,PBTR,Perilla bakelita rombo QUEMAID,5.0,5.0,0.0,5.0,PER-UNIV-R,Perilla para estufa roja,59.3,59.3,16.7,products-all.csv,464
to_create,No hay coincidencia suficiente por código ni descripción.,VJBPF,Valvula junior baja presión p 3/8 fleer,3.0,0.0,0.0,3.0,9652103,Valvula de presion M-Lq MEIKO,58.8,58.8,28.6,products-all.csv,155
to_create,No hay coincidencia suficiente por código ni descripción.,VBPS,Valvula de baja presión tipo sanson corte bajo,3.0,0.0,0.0,3.0,VALVULASANSON,Valvula para estufa SANSON,58.3,58.3,25.0,products-all.csv,148
to_create,No hay coincidencia suficiente por código ni descripción.,VA318R,Valvula alta presión para estufa media caña reforzada,5.0,0.0,0.0,5.0,VALVULASANSON,Valvula para estufa SANSON,58.2,58.2,25.0,products-all.csv,145
to_create,No hay coincidencia suficiente por código ni descripción.,VJAPR,Valvula Jr alta presión regulable,3.0,0.0,0.0,3.0,9652103,Valvula de presion M-Lq MEIKO,58.1,58.1,28.6,products-all.csv,153
to_create,No hay coincidencia suficiente por código ni descripción.,VRI,Valvula regulable importada QUEMAID,4.0,4.0,0.0,4.0,00-292909-00003,Válvula reguladora de vacío,58.1,58.1,16.7,products-all.csv,509
to_create,No hay coincidencia suficiente por código ni descripción.,VJAPN,Valvula jr alta presión esprea normal,3.0,0.0,0.0,3.0,9652103,Valvula de presion M-Lq MEIKO,57.6,57.6,25.0,products-all.csv,152
to_create,No hay coincidencia suficiente por código ni descripción.,PBDR,Perilla bakelita doble roja QUEMAID,5.0,5.0,0.0,5.0,PER-UNIV-R,Perilla para estufa roja,57.6,57.6,33.3,products-all.csv,457
to_create,No hay coincidencia suficiente por código ni descripción.,PMCHROJA,Perilla metalica chica roja QUEMAID,5.0,5.0,0.0,5.0,PER-UNIV-R,Perilla para estufa roja,57.6,57.6,33.3,products-all.csv,473
to_create,No hay coincidencia suficiente por código ni descripción.,AEQ-07,Abrillantador para Inoxidable Galón,1.0,1.0,0.0,1.0,MCGACAIGDEE,Guante anticorte  de acero inoxidable grande CONCASSE,57.5,57.5,12.5,products-all.csv,7
to_create,No hay coincidencia suficiente por código ni descripción.,VAPEM,Valvula de alta presión economico bastago delgado con mariposa,5.0,0.0,0.0,5.0,9652103,Valvula de presion M-Lq MEIKO,57.1,57.1,22.2,products-all.csv,146
to_create,No hay coincidencia suficiente por código ni descripción.,00-497586-00001,Cerradura de rodillo para puerta Vulcan,2.0,2.0,0.0,2.0,823089,Bisagra con muelle para puerta TRUE,56.8,56.8,14.3,products-all.csv,432
to_create,No hay coincidencia suficiente por código ni descripción.,PBQR,Perilla bakelita tipo q roja QUEMAID,0.0,0.0,0.0,0.0,PER-UNIV-R,Perilla para estufa roja,56.7,56.7,33.3,products-all.csv,467
to_create,No hay coincidencia suficiente por código ni descripción.,PMTCROJA,Perilla metalica tipo c roja QUEMAID,5.0,5.0,0.0,5.0,PER-UNIV-R,Perilla para estufa roja,56.7,56.7,33.3,products-all.csv,477
to_create,No hay coincidencia suficiente por código ni descripción.,CTB,"Conector de barril 3/8"" T y B",5.0,0.0,0.0,5.0,805143,Kit conector de cables,56.0,56.0,25.0,products-all.csv,122
to_create,No hay coincidencia suficiente por código ni descripción.,816682,Control Danffos ERC 113D TRUE,1.0,1.0,0.0,1.0,802803,Kit control universal BIT25 TRUE,55.7,55.7,25.0,products-all.csv,262
to_create,No hay coincidencia suficiente por código ni descripción.,CE,"Esprea macho 1/8"" NPT",5.0,0.0,0.0,5.0,ESPREA,Esprea de capote,55.6,55.6,25.0,products-all.csv,129
to_create,No hay coincidencia suficiente por código ni descripción.,PBTL,Perilla bakelita linea QUEMAID,5.0,5.0,0.0,5.0,PER-UNIV-R,Perilla para estufa roja,55.6,55.6,16.7,products-all.csv,458
to_create,No hay coincidencia suficiente por código ni descripción.,PBTM,Perilla bakelita moño QUEMAID,5.0,5.0,0.0,5.0,PERILLASANSON,Perilla para termostato horno SANSON,55.4,55.4,14.3,products-all.csv,461
to_create,No hay coincidencia suficiente por código ni descripción.,ER,"Esprea ranson 1/4"" a 1/4""",21.0,16.0,0.0,21.0,4200-514,Termostato para horno 149°C a 343°C,55.2,55.2,0.0,products-all.csv,130
to_create,No hay coincidencia suficiente por código ni descripción.,YA3A0524,Prueba de dureza de carbonos,3.0,3.0,0.0,3.0,00-938785,Placa moledora de carne,54.9,54.9,0.0,products-all.csv,567
to_create,No hay coincidencia suficiente por código ni descripción.,ECM35,"Empacadora Cobacorp, barra selladora 5cm",1.0,1.0,0.0,1.0,EVB32,Empacadora Al Alto Vacio Bermex EVB-32,54.5,54.5,9.1,products-all.csv,71
to_create,No hay coincidencia suficiente por código ni descripción.,VJBPR,Valvula junior baja presión regulable,3.0,0.0,0.0,3.0,9652103,Valvula de presion M-Lq MEIKO,54.5,54.5,28.6,products-all.csv,157
to_create,No hay coincidencia suficiente por código ni descripción.,VJBPN,Valvula junior baja presión esprea normal,3.0,0.0,0.0,3.0,9652103,Valvula de presion M-Lq MEIKO,54.3,54.3,25.0,products-all.csv,154
to_create,No hay coincidencia suficiente por código ni descripción.,PBTP,Perilla bakelita punto QUEMAID,5.0,5.0,0.0,5.0,00-411242-0000,Perilla de control,54.2,54.2,20.0,products-all.csv,462
to_create,No hay coincidencia suficiente por código ni descripción.,PBTF,Perilla bakelita tipo flama QUEMAID,2.0,2.0,0.0,2.0,PER-UNIV-R,Perilla para estufa roja,54.2,54.2,14.3,products-all.csv,466
to_create,No hay coincidencia suficiente por código ni descripción.,MESA-ISLA,Mesa isla en acero T-304 C-18 con regatones. Medida: 77 x 90 x 90,0.0,0.0,0.0,0.0,MESA-TRAB120,"Mesa de trabajo acero T-304, C-18. 120 x 70 x 90 cm con entrepaño",54.0,54.0,35.7,products-all.csv,203
to_create,No hay coincidencia suficiente por código ni descripción.,AEQ-08,Abrillantador para Inoxidable 1lts,0.0,1.0,0.0,0.0,GRP806,Parrilla inoxidable Steel.Grid GN 1/1,53.5,53.5,14.3,products-all.csv,6
to_create,No hay coincidencia suficiente por código ni descripción.,PBTML,Perilla bakelita moño largo QUEMAID,5.0,5.0,0.0,5.0,PERILLASANSON,Perilla para termostato horno SANSON,53.5,53.5,12.5,products-all.csv,460
to_create,No hay coincidencia suficiente por código ni descripción.,PBTRN,Perilla bakelita rombo negra QUEMAID,5.0,5.0,0.0,5.0,PER-UNIV-R,Perilla para estufa roja,53.3,53.3,14.3,products-all.csv,463
to_create,No hay coincidencia suficiente por código ni descripción.,XENA-1011-EXRS,Horno mixto electrico Cheftop x,1.0,1.0,0.0,1.0,1830-707,Conjunto piloto electrodo 2SL-6EL,53.1,53.1,0.0,products-all.csv,86
to_create,No hay coincidencia suficiente por código ni descripción.,PMTCNEGRA,Perilla metalica tipo c negra QUEMAID,5.0,5.0,0.0,5.0,9706529,Engrane metalico inferior Batidora KITCHEN AID,53.0,53.0,0.0,products-all.csv,476
to_create,No hay coincidencia suficiente por código ni descripción.,HIDAMP12,"Persiana de ventilación 12"" de 14.96 x 14.39 x 1.38""",5.0,0.0,0.0,5.0,996869,"Cable de alimentación, 126"", NEMA 5-15P, 14/3, SJTOW TRUE",52.9,52.9,7.1,products-all.csv,576
to_create,No hay coincidencia suficiente por código ni descripción.,PBTMG,Perilla bakelita moño grande QUEMAID,5.0,5.0,0.0,5.0,PERILLASANSON,Perilla para termostato horno SANSON,52.8,52.8,12.5,products-all.csv,459
to_create,No hay coincidencia suficiente por código ni descripción.,PMCHNEGRA,Perilla metalica chica negra QUEMAID,5.0,5.0,0.0,5.0,PER-UNIV-N,Perilla negra s/n,52.8,52.8,40.0,products-all.csv,472
to_create,No hay coincidencia suficiente por código ni descripción.,CEPF,"Conector esprea para fleer 3/8""",3.0,0.0,0.0,3.0,AK002111,Esprea para Válvula paso-53,52.6,52.6,16.7,products-all.csv,123
to_create,No hay coincidencia suficiente por código ni descripción.,FREGA-MESA,Fregadero con mesa en acero T-304 C-18. Medidas: 90x74x90,1.0,1.0,0.0,1.0,MESA-TRAB120,"Mesa de trabajo acero T-304, C-18. 120 x 70 x 90 cm con entrepaño",52.6,45.8,30.8,products-all.csv,200
to_create,No hay coincidencia suficiente por código ni descripción.,HIFANXEXHAUST-7,"Ventilador Extractor de aluminio por persiana de 7""",1.0,0.0,0.0,1.0,MCCUAICIL,Clilindro portacubiertos de aluminio CONCASSE,52.6,52.6,12.5,products-all.csv,593
to_create,No hay coincidencia suficiente por código ni descripción.,00-961683-000G1,Kit de mantenimiento de cables de alta tensión Vulcan,1.0,1.0,0.0,1.0,5017541,Kit de servicio de encendido ALTO-SHAAM,52.2,52.2,10.0,products-all.csv,347
to_create,No hay coincidencia suficiente por código ni descripción.,HSR-CHGBMYN,Regulador fisher,0.0,1.0,0.0,0.0,54410,"Cuello curvo para mezcladora 12"" FISHER",51.9,51.9,16.7,products-all.csv,367
to_create,No hay coincidencia suficiente por código ni descripción.,39832,Perilla de acero linea indicadora IMPERIAL,8.0,8.0,0.0,8.0,00-119922-00001,"Empujador de alimentos, picadora/trituradora",51.8,51.8,0.0,products-all.csv,469
to_create,No hay coincidencia suficiente por código ni descripción.,BNS23,Lavamanos accionador de rodilla a pared,0.0,0.0,0.0,0.0,00-938786,Placa picadora de carne,51.6,51.6,0.0,products-all.csv,87
to_create,No hay coincidencia suficiente por código ni descripción.,PMTCAZUL,Perilla metalica tipo c azul QUEMAID,5.0,5.0,0.0,5.0,PER-TRIAN-FERRO,Perilla Ferro triangular FERRO,51.5,51.5,14.3,products-all.csv,475
to_create,No hay coincidencia suficiente por código ni descripción.,AEQ-09,Shampo líquido para manos manzana Galón,1.0,2.0,0.0,1.0,MCLCEP06,Cepillo para manos y uñas de cerda CONCASSE,51.2,51.2,11.1,products-all.csv,25
to_create,No hay coincidencia suficiente por código ni descripción.,PBTC,Perilla bakelita tipo c QUEMAID,5.0,5.0,0.0,5.0,PER-UNIV-R,Perilla para estufa roja,50.9,50.9,16.7,products-all.csv,465
to_create,No hay coincidencia suficiente por código ni descripción.,VJAPB,"Valvula Junior baja presión para barril de 3/8""",3.0,0.0,0.0,3.0,9652103,Valvula de presion M-Lq MEIKO,50.7,50.7,28.6,products-all.csv,156
to_create,No hay coincidencia suficiente por código ni descripción.,AEQ-05,Shampoo liquido para manos sin olor Galón,11.0,11.0,0.0,11.0,MCLCEP06,Cepillo para manos y uñas de cerda CONCASSE,50.0,50.0,11.1,products-all.csv,26
to_create,No hay coincidencia suficiente por código ni descripción.,EBTF,"Esprea conector de barril 1/4"" para tipo F",5.0,0.0,0.0,5.0,21-406L,Juegos de conectores para mezcladora KROWNE,50.0,50.0,0.0,products-all.csv,128
to_create,No hay coincidencia suficiente por código ni descripción.,VAEBP,Valvula de alta presión economico con bastago grueso uso rudo,5.0,0.0,0.0,5.0,068Z3403,"Válvula de expansión termostática, TE 2, R404A/R507A",48.6,48.6,7.7,products-all.csv,147
to_create,No hay coincidencia suficiente por código ni descripción.,VBPF,"Valvula junior baja presiónmod fc/ tuerca y barril 1/4""",5.0,0.0,0.0,5.0,311847,Valvula para horno tuerca 3/8 IUSA,48.3,48.3,22.2,products-all.csv,158
to_create,No hay coincidencia suficiente por código ni descripción.,BCR300,Bascula electronica Tipo plataforma de 300kg,1.0,1.0,0.0,1.0,BN-813,Plancha Panini Electrica Doble 50 a 300,48.2,48.2,0.0,products-all.csv,63
